,class,xbox,ybox,width,height,onpixel,xbar,ybar,xvar,yvar,xycorr,x2ybar,xy2bar,xedge,xedgeycorr,yedge,yedgexcorr
384,3,10,15,9,8,4,7,9,4,5,3,5,10,6,10,2,7
385,14,5,7,5,5,3,6,7,6,8,12,8,12,2,10,4,7
386,22,6,9,5,4,3,10,4,4,7,11,3,10,3,7,7,11
387,3,7,10,9,8,7,7,7,8,6,7,5,6,4,8,4,8
388,24,6,9,8,8,8,7,7,2,4,7,3,9,7,4,9,10
389,5,8,12,8,7,4,5,10,4,5,14,8,6,2,9,3,7
390,19,2,3,3,2,1,6,8,2,8,11,8,8,1,8,4,7
391,2,4,8,6,6,8,9,7,5,6,7,5,6,5,6,8,7
392,10,4,4,5,5,1,7,7,4,4,7,6,8,3,8,4,8
393,14,1,0,2,1,0,7,7,6,7,7,6,13,0,8,4,10
394,8,5,9,7,7,3,9,5,4,6,15,4,10,1,6,0,7
395,6,5,7,7,5,5,7,6,6,7,8,7,6,3,9,8,7
396,2,5,9,5,7,5,5,7,9,7,6,5,5,2,8,3,8
397,12,7,10,7,5,5,7,6,3,5,8,4,9,6,8,6,7
398,25,2,1,2,1,1,7,7,3,11,8,6,8,0,8,6,8
399,0,2,3,4,4,1,8,14,1,6,6,11,8,0,8,0,8
400,24,5,9,5,7,2,4,7,9,2,7,6,12,3,8,3,11
401,4,5,11,7,8,5,7,6,7,8,7,4,12,2,9,6,8
402,6,11,15,10,8,9,9,8,3,6,10,4,6,8,3,9,7
403,10,8,11,11,9,7,6,8,1,8,10,8,9,3,8,4,6
404,2,6,9,8,7,6,10,6,3,7,11,4,7,4,7,4,9
405,20,2,5,4,4,1,6,11,3,4,8,11,8,2,10,1,8
406,1,2,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8
407,25,2,5,4,4,2,7,8,2,10,11,6,8,1,8,6,7
408,4,2,3,3,2,1,7,6,5,4,6,6,9,2,9,4,9
409,8,3,5,4,8,1,13,2,9,5,14,3,12,0,6,0,8
410,20,2,5,4,4,2,7,12,2,3,7,11,8,2,10,1,8
411,20,8,15,8,8,5,5,8,5,4,8,7,6,6,12,3,8
412,8,6,12,5,9,4,10,7,2,4,12,4,6,2,9,7,9
413,14,3,6,4,4,1,6,7,6,10,7,6,13,1,8,4,9
414,23,2,3,3,1,1,4,8,5,6,11,10,8,3,10,1,6
415,7,2,6,4,4,2,12,2,4,3,12,2,10,2,6,3,9
416,21,3,10,5,7,1,10,10,3,2,5,13,8,2,11,0,8
417,0,3,7,5,5,3,7,11,1,8,7,11,8,1,10,1,8
418,9,5,8,7,6,6,8,7,2,4,9,5,7,7,6,2,8
419,20,5,8,5,6,3,4,11,2,3,8,10,7,3,12,1,7
420,5,4,8,5,6,3,6,8,4,6,10,9,8,2,9,5,4
421,9,5,6,6,8,4,7,7,12,2,7,9,8,9,6,0,8
422,21,3,8,6,5,1,10,10,3,2,5,13,8,2,11,0,8
423,25,9,9,6,12,6,6,9,4,2,12,7,7,3,8,13,6
424,9,3,8,4,6,3,8,6,12,1,5,9,8,7,6,0,8
425,9,3,7,4,5,4,7,5,10,0,7,8,8,6,5,0,8
426,8,3,8,3,6,2,13,3,5,4,13,2,10,0,7,0,8
427,24,7,13,7,7,4,8,7,2,6,10,7,9,6,11,4,8
428,6,3,3,4,4,3,7,7,6,5,7,6,6,2,8,6,10
429,24,4,10,6,8,7,7,7,5,4,7,5,7,4,6,9,14
430,25,5,8,7,6,4,5,10,3,10,11,9,6,1,9,6,5
431,13,4,8,4,6,3,1,13,4,4,12,10,6,0,8,1,6
432,3,1,1,2,1,1,7,8,5,3,7,7,7,4,8,1,6
433,18,7,10,10,8,5,7,14,5,3,13,4,0,0,10,4,7
434,14,4,3,5,5,2,6,7,6,10,7,6,13,1,8,4,9
435,25,4,8,6,6,3,9,5,3,10,11,4,9,1,7,6,9
436,5,2,3,4,2,1,8,7,2,6,10,6,8,1,9,5,8
437,16,4,6,7,4,4,9,11,2,3,5,9,8,7,11,1,8
438,18,2,3,4,2,2,7,9,4,4,11,4,4,1,9,3,8
439,17,4,8,4,6,1,0,0,6,6,0,1,4,0,8,0,8
440,23,3,4,4,6,2,8,5,14,5,7,13,8,3,9,0,8
441,8,3,10,4,7,1,13,2,9,4,14,4,12,1,6,0,8
442,8,2,4,3,6,1,12,2,9,4,13,6,13,1,6,0,8
443,25,3,5,3,3,2,8,7,5,10,6,6,7,2,8,7,8
444,9,4,2,5,4,4,8,6,6,4,7,7,8,8,6,3,6
445,23,7,13,6,7,4,8,4,5,5,7,9,8,4,8,3,8
446,8,1,3,2,2,1,9,7,2,6,14,5,8,0,7,0,8
447,6,5,9,5,7,7,6,7,8,5,7,6,7,2,8,7,9
448,6,7,11,9,8,7,10,6,4,7,10,3,7,2,8,6,12
449,22,8,14,8,8,4,9,4,4,7,11,4,10,3,7,8,11
450,3,3,4,5,3,2,7,9,2,5,10,6,6,5,9,1,7
451,2,3,7,4,5,3,9,7,5,7,10,4,5,3,8,3,8
452,6,1,0,1,0,0,7,7,6,4,7,6,7,1,8,5,9
453,19,4,6,6,4,4,7,8,2,7,11,7,9,3,8,4,9
454,19,3,3,5,2,2,6,8,3,8,11,8,9,2,9,4,7
455,3,6,11,8,8,5,7,9,2,5,9,6,7,5,9,1,8
456,0,2,4,4,6,1,7,14,0,6,8,11,8,0,8,0,8
457,21,3,3,5,4,1,9,9,3,1,5,13,8,2,10,0,8
458,22,7,9,7,10,8,8,8,6,2,7,7,11,4,10,8,6
459,23,9,15,8,8,5,5,5,4,4,7,8,10,7,5,3,9
460,15,3,3,4,4,2,7,10,14,2,7,3,8,3,8,0,8
461,8,2,10,3,8,1,14,3,7,5,14,1,10,0,7,0,8
462,2,1,4,3,3,2,10,6,3,5,10,3,6,2,8,2,9
463,4,2,4,2,2,1,6,7,5,5,9,7,10,2,8,4,9
464,20,5,9,7,8,9,7,7,5,4,7,6,8,7,9,7,8
465,23,2,2,3,3,2,7,9,5,7,7,9,9,3,9,1,8
466,23,7,11,9,8,7,5,9,5,7,6,9,10,3,9,1,8
467,25,3,3,4,4,2,7,7,3,14,9,6,8,0,8,8,8
468,4,2,3,3,1,1,7,7,5,5,9,6,10,2,9,4,10
469,17,4,11,5,8,4,7,4,1,7,8,2,10,1,6,3,8
470,2,4,6,5,4,4,9,7,3,6,10,4,6,3,8,2,8
471,8,3,10,5,7,5,9,8,3,3,8,4,6,4,8,6,5
472,24,3,6,5,4,5,7,6,3,4,6,6,8,7,7,6,9
473,7,3,9,5,7,3,12,3,4,3,11,1,9,2,6,3,9
474,17,3,4,4,7,1,0,1,6,6,0,0,6,0,8,0,8
475,10,4,9,6,7,5,8,5,3,5,6,7,8,3,9,9,9
476,22,5,9,5,5,3,11,5,3,6,9,4,7,3,9,6,11
477,13,3,8,3,6,2,2,12,4,3,12,10,6,0,8,2,7
478,16,2,3,4,2,2,7,10,2,2,6,9,8,5,11,0,7
479,24,6,9,9,6,6,5,7,1,7,10,8,10,3,8,4,7
480,18,4,9,4,6,4,4,12,7,1,10,6,4,1,10,3,8
481,20,6,9,5,5,2,8,11,4,5,7,10,5,4,10,2,6
482,17,7,15,6,8,3,10,2,3,5,13,4,12,2,8,5,10
483,7,3,8,5,5,1,6,6,3,1,6,0,8,2,6,1,7
484,6,3,3,3,4,3,6,7,9,6,7,6,7,2,8,8,10
485,5,6,9,5,5,2,8,4,4,5,9,2,8,3,6,5,8
486,1,6,11,4,6,2,10,6,5,5,12,3,6,3,8,5,10
487,6,1,0,1,0,1,7,8,6,4,7,6,7,1,8,6,9
488,13,4,8,6,6,5,4,10,1,2,10,8,7,5,10,2,4
489,1,3,4,4,5,3,7,8,4,5,7,8,7,2,9,8,9
490,9,5,8,7,6,7,7,6,5,5,7,7,10,11,6,2,8
491,24,2,1,3,2,2,5,7,4,7,7,6,11,3,8,4,9
492,14,2,3,2,2,1,6,8,6,7,8,7,12,1,9,3,10
493,15,4,7,6,5,4,9,8,3,7,10,4,7,3,8,3,9
494,5,3,2,4,4,3,8,7,7,5,7,6,7,2,8,9,8
495,6,4,5,5,7,4,7,7,10,7,7,6,8,2,8,9,9
496,11,2,3,2,1,1,8,7,6,4,9,6,8,2,8,3,8
497,9,9,11,12,8,8,4,6,4,5,10,11,11,11,6,4,8
498,1,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8
499,16,7,9,10,8,11,6,6,6,5,5,5,8,11,11,9,12
500,23,4,6,4,4,1,8,5,12,5,7,15,8,3,9,0,8
501,21,4,5,5,4,2,4,11,2,7,11,10,6,1,11,2,5
502,7,3,9,6,7,3,11,2,3,3,10,2,9,2,6,3,8
503,18,2,3,4,2,2,7,10,3,4,12,4,3,1,10,2,8
504,6,4,7,6,5,5,7,8,5,5,9,6,6,3,7,6,7
505,11,4,7,5,5,3,8,6,8,5,10,6,9,3,8,3,8
506,21,5,7,5,5,2,3,10,3,7,11,12,7,2,11,3,5
507,1,4,5,6,5,4,8,9,4,5,7,6,9,3,8,8,7
508,12,3,9,4,6,3,5,10,9,3,7,4,8,3,7,6,11
509,3,6,8,9,6,5,10,8,3,6,10,2,4,5,9,1,7
510,6,3,7,3,5,4,6,7,7,5,7,6,7,2,8,7,10
511,22,9,15,8,8,4,9,3,4,7,11,4,10,3,8,8,11
512,15,6,11,8,8,6,9,7,6,7,7,6,8,6,8,4,7
513,8,2,4,3,3,1,11,6,2,7,11,3,7,0,7,1,8
514,16,4,4,5,6,3,7,8,4,1,7,8,8,8,10,0,8
515,21,5,11,6,8,2,3,11,3,8,13,11,5,0,10,2,4
516,13,4,9,5,7,3,4,11,3,7,11,10,6,1,10,3,5
517,7,4,9,6,6,2,7,4,3,2,7,1,8,3,7,3,8
518,10,1,0,2,0,0,7,7,4,4,7,6,8,2,8,3,8
519,25,5,10,7,8,5,7,8,2,9,12,7,8,1,9,6,7
520,15,3,7,4,4,2,7,9,14,2,7,3,8,3,8,0,8
521,24,6,11,9,8,8,7,6,1,6,10,5,9,7,7,6,9
522,8,4,7,5,8,5,8,8,4,5,7,6,8,3,8,9,8
523,3,2,4,4,3,2,6,9,2,4,10,7,7,5,8,1,8
524,16,5,9,7,7,7,7,5,6,2,7,7,8,7,7,6,12
525,23,4,6,5,4,2,6,8,7,9,9,10,8,3,9,1,8
526,21,2,6,4,4,1,9,10,3,2,5,13,8,2,11,0,8
527,22,4,7,4,9,4,7,7,6,3,8,9,10,3,8,6,8
528,20,3,3,4,2,1,4,12,4,3,11,11,6,2,11,1,8
529,2,6,13,6,7,5,11,5,4,6,10,4,7,5,9,6,10
530,20,3,8,4,6,2,7,9,4,2,8,12,8,2,10,0,8
531,12,4,8,5,6,3,5,12,8,4,8,3,9,3,7,6,11
532,17,1,0,1,1,0,2,2,5,5,1,1,6,0,8,0,8
533,20,4,10,7,8,3,8,12,3,4,5,11,8,3,10,1,8
534,13,5,10,7,8,5,6,10,2,6,13,7,5,1,10,2,7
535,6,5,8,7,7,8,7,8,5,5,8,6,8,7,8,9,6
536,12,3,4,4,5,2,6,10,9,4,7,4,8,3,7,5,10
537,8,3,6,4,4,3,9,6,6,5,8,6,7,2,8,4,6
538,20,3,7,5,5,1,7,8,4,2,7,14,8,3,10,0,8
539,21,9,9,8,13,5,9,10,2,4,5,11,5,4,10,7,8
540,9,8,9,11,7,8,10,6,2,5,9,4,7,8,7,2,8
541,10,3,2,4,3,2,7,7,3,9,6,6,8,2,8,6,8
542,5,3,9,4,7,2,7,7,6,8,5,6,7,0,8,9,7
543,24,2,3,4,2,2,8,7,1,6,10,5,8,3,8,2,8
544,0,3,7,5,5,3,6,11,1,7,8,11,9,1,11,1,8
545,15,3,4,6,3,3,7,8,3,6,10,6,8,3,8,3,7
546,17,4,9,4,7,2,0,2,4,6,1,0,8,0,8,0,8
547,8,3,8,4,6,2,10,6,2,8,12,3,7,0,6,2,6
548,2,2,1,2,1,1,5,7,8,7,6,6,6,2,8,3,8
549,6,2,1,3,2,2,8,7,5,5,7,6,6,2,8,5,9
550,3,6,9,9,7,5,10,8,3,6,10,2,4,5,9,1,7
551,12,6,10,9,8,11,6,7,4,4,6,6,9,8,9,9,7
552,9,13,15,13,8,7,3,8,6,6,4,2,13,9,11,2,8
553,25,3,6,4,4,2,7,7,4,14,9,6,8,0,8,8,8
554,12,6,9,8,7,9,6,7,4,5,7,6,8,6,9,7,5
555,24,5,11,6,8,2,3,7,8,2,7,6,11,4,8,2,11
556,16,5,9,8,7,7,7,12,2,2,6,8,8,7,12,1,8
557,18,3,6,4,4,2,7,10,4,4,12,5,3,1,10,3,8
558,19,3,8,4,6,4,6,7,5,8,7,5,10,3,8,5,9
559,19,7,12,5,6,4,8,7,4,4,11,5,9,3,9,8,11
560,21,3,3,4,4,1,10,13,3,3,3,11,9,0,10,0,8
561,8,3,10,4,7,3,11,5,2,6,11,2,7,0,7,1,7
562,17,3,7,4,5,2,4,5,2,10,3,1,8,0,7,2,5
563,1,2,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8
564,1,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8
565,9,6,10,7,6,4,13,2,4,3,12,1,9,5,5,1,9
566,20,2,5,4,3,2,7,12,2,2,7,11,9,2,10,1,8
567,18,7,10,9,8,6,7,10,4,4,12,5,3,1,10,3,8
568,15,5,10,7,8,7,7,7,6,7,7,6,8,6,8,4,8
569,12,9,13,7,8,5,8,6,5,5,9,5,9,6,6,7,11
570,10,4,9,6,7,5,8,7,3,5,6,7,6,4,11,10,8
571,18,2,5,3,7,6,8,7,4,1,7,6,7,5,8,4,8
572,20,4,10,5,7,3,7,9,4,2,7,13,8,2,10,0,8
573,3,3,6,3,4,3,8,7,11,1,6,6,8,5,9,0,6
574,11,3,1,4,3,2,8,7,7,5,7,6,8,2,8,3,8
575,4,6,11,7,8,5,5,7,6,6,9,8,10,2,8,5,9
576,0,4,5,5,4,2,5,12,3,7,11,10,4,1,11,1,5
577,12,8,12,7,6,6,6,7,3,5,7,5,9,6,9,6,6
578,16,4,3,5,5,3,8,8,4,1,6,8,8,8,9,0,8
579,23,6,9,6,5,3,7,5,5,5,7,8,8,5,7,2,8
580,17,6,12,6,6,4,8,3,3,4,12,8,12,3,10,5,11
581,5,7,12,7,6,3,10,4,5,4,13,5,8,2,9,2,7
582,22,4,9,5,11,7,9,8,8,2,5,7,10,3,8,6,10
583,9,3,1,4,3,3,7,6,6,4,6,7,7,8,6,2,7
584,13,2,2,3,3,2,5,10,4,5,10,9,5,1,10,3,6
585,20,5,8,5,6,2,2,11,5,4,12,12,8,2,10,1,8
586,20,5,7,5,5,2,3,11,4,3,10,12,8,2,10,1,8
587,13,4,8,4,6,3,1,13,4,3,12,10,7,0,8,1,6
588,9,4,11,6,8,6,6,6,6,5,7,7,10,8,5,2,9
589,1,3,8,4,6,2,7,7,0,6,13,6,8,0,8,1,8
590,18,3,7,3,4,2,4,12,8,2,10,6,4,1,10,4,8
591,23,4,2,5,3,2,6,8,5,8,7,10,9,3,9,1,8
592,6,3,4,3,3,3,7,7,5,5,7,6,6,2,8,6,9
593,22,4,10,6,9,6,8,7,8,5,6,4,8,3,8,4,7
594,15,5,8,5,6,4,7,8,13,1,7,5,8,3,8,0,8
595,10,3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8
596,9,4,7,6,5,6,9,7,5,5,6,7,5,8,6,2,6
597,8,3,7,4,5,1,7,7,3,7,15,6,10,0,7,1,7
598,20,6,12,5,7,3,7,10,6,4,9,9,5,5,12,3,8
599,6,2,3,2,2,2,7,7,5,5,6,6,5,2,8,6,8
600,0,5,8,5,6,3,4,13,4,6,12,10,4,1,11,1,5
601,23,8,10,9,8,5,4,7,6,8,10,10,9,3,9,2,5
602,2,4,7,6,5,4,7,8,5,6,10,6,4,3,8,4,8
603,21,4,9,6,7,2,7,12,1,3,7,11,8,0,10,0,8
604,11,2,1,2,2,1,8,7,7,4,7,6,8,2,8,3,8
605,11,2,0,2,1,1,7,6,7,5,7,6,8,2,8,3,8
606,24,4,4,4,6,2,4,7,8,1,7,6,11,3,8,2,11
607,16,8,11,8,6,5,9,8,4,5,6,9,6,11,8,3,6
608,7,5,11,7,8,4,8,3,2,3,7,1,8,2,7,3,7
609,11,8,12,6,6,4,5,9,6,4,9,8,9,5,10,5,8
610,5,5,9,6,8,7,9,7,5,6,7,6,7,6,8,10,12
611,0,5,7,5,5,3,6,11,3,7,11,9,5,2,12,3,4
612,5,2,7,3,5,3,8,8,7,5,7,5,6,2,8,8,8
613,10,3,4,5,3,2,7,7,1,8,10,6,8,2,8,3,7
614,0,2,9,4,6,1,5,14,1,6,9,11,7,0,8,0,8
615,23,5,9,6,7,5,6,6,8,5,7,6,10,5,8,7,3
616,21,5,6,5,4,3,5,9,1,7,9,10,6,2,11,3,5
617,20,3,3,4,2,1,4,12,3,3,10,11,7,2,11,1,7
618,2,2,4,4,3,2,9,7,4,6,10,4,6,2,8,3,8
619,15,5,10,8,8,7,7,8,7,7,7,5,9,3,8,3,8
620,6,4,8,6,6,8,9,7,4,4,6,7,7,7,10,7,6
621,5,5,11,6,8,3,7,8,4,8,11,7,7,2,8,5,6
622,11,2,2,3,3,2,8,7,7,4,7,6,8,2,8,3,8
623,11,6,11,7,9,3,7,8,9,8,7,7,6,3,8,4,8
624,8,2,6,2,4,1,12,2,9,3,13,5,13,1,6,0,8
625,18,3,4,4,6,6,8,9,4,0,8,7,7,5,9,5,7
626,11,3,7,5,5,5,8,6,5,1,7,6,8,7,8,3,8
627,1,3,7,4,5,2,7,7,0,7,13,6,8,0,8,1,7
628,25,4,9,6,6,6,7,7,3,8,8,6,9,1,8,11,7
629,16,3,6,5,4,7,9,7,4,2,7,6,8,8,11,1,6
630,13,2,4,3,5,1,1,13,4,4,12,11,7,0,8,2,6
631,15,5,7,8,5,6,8,7,3,6,10,6,8,3,8,3,8
632,2,2,4,3,3,2,9,6,3,5,10,4,6,2,8,2,8
633,6,2,1,2,2,1,7,7,8,5,6,6,7,2,8,7,10
634,24,0,0,1,0,0,4,7,5,3,7,6,10,3,8,2,11
635,0,4,10,6,8,3,5,11,1,9,9,12,8,0,10,1,7
636,3,3,8,3,6,2,7,7,13,2,5,6,8,5,8,0,8
637,13,2,6,2,4,1,1,11,3,6,11,11,9,0,8,1,6
638,7,3,8,5,5,2,7,4,3,1,7,1,8,3,7,2,8
639,20,8,11,7,8,5,4,11,1,3,8,10,8,5,12,1,7
640,13,9,13,7,7,3,4,13,3,5,13,7,3,2,7,5,4
641,21,2,1,3,1,0,7,10,3,1,7,13,8,1,11,0,8
642,12,4,7,6,5,4,9,8,3,6,10,3,6,3,6,4,10
643,22,5,9,5,11,7,8,7,6,2,8,7,10,3,8,5,8
644,9,6,9,9,7,6,10,5,3,5,9,3,6,8,6,2,9
645,18,3,5,3,3,2,4,10,3,5,10,8,4,0,10,3,7
646,24,3,7,4,5,3,6,7,4,7,6,6,9,3,8,5,9
647,21,6,6,8,9,8,10,12,6,4,6,7,6,5,10,7,4
648,2,4,6,6,6,5,6,7,4,7,6,4,7,3,7,5,6
649,12,4,3,5,5,3,6,9,10,5,7,5,8,2,8,5,10
650,6,4,7,6,5,5,10,7,3,6,10,4,6,2,8,4,10
651,0,4,8,6,6,4,6,7,7,7,8,9,8,3,10,5,9
652,16,6,10,8,8,4,7,7,4,2,7,8,8,9,9,0,8
653,24,5,9,7,7,8,7,9,5,5,8,5,7,7,6,8,12
654,4,10,15,9,8,5,8,4,5,4,9,4,5,4,7,5,8
655,18,3,7,3,5,2,4,12,8,2,10,6,4,1,10,3,8
656,14,1,0,1,1,0,6,7,6,8,7,6,14,0,8,4,10
657,5,5,11,7,8,4,10,6,4,8,11,3,8,2,8,5,11
658,8,5,9,6,7,4,7,4,5,4,14,8,14,1,6,1,6
659,18,5,11,8,8,6,7,11,7,3,10,5,3,3,11,4,8
660,10,3,2,4,4,2,7,7,3,9,6,6,8,2,8,6,8
661,17,8,13,8,8,5,9,3,3,3,11,6,11,4,8,7,9
662,6,4,5,4,8,4,6,8,10,7,7,5,7,2,8,9,10
663,19,3,5,6,4,3,8,7,2,8,11,5,8,2,8,5,10
664,15,3,4,4,6,2,7,9,15,2,7,4,8,3,8,0,8
665,0,3,4,4,3,2,6,11,3,7,11,9,4,2,11,3,4
666,18,2,1,2,1,1,5,11,8,2,9,6,4,1,9,3,8
667,5,2,3,4,2,2,6,8,2,6,10,8,8,1,8,5,6
668,3,1,0,2,1,1,7,7,11,1,5,6,8,4,8,0,8
669,18,5,4,5,6,3,4,12,9,3,10,6,4,1,10,4,8
670,2,3,5,5,4,3,9,7,5,7,9,4,5,3,8,3,8
671,0,2,7,3,4,1,6,14,0,6,8,11,8,0,8,0,8
672,6,2,4,4,2,2,9,7,3,5,11,5,7,2,7,4,9
673,21,3,7,5,5,2,7,10,2,2,7,12,8,1,11,0,8
674,8,3,11,4,8,2,15,3,4,5,13,0,8,0,7,0,8
675,7,3,9,6,7,4,11,3,2,2,9,2,9,3,4,3,8
676,8,3,7,5,5,2,11,6,2,7,14,3,8,0,8,0,8
677,5,2,3,3,4,1,9,10,5,9,5,6,5,0,7,8,7
678,19,4,8,4,6,2,3,7,6,11,7,6,15,0,8,7,7
679,1,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8
680,15,5,9,7,6,7,8,8,6,7,7,6,9,6,8,4,7
681,4,4,5,5,8,2,7,6,8,8,6,5,10,2,8,6,11
682,25,2,2,3,3,2,7,8,5,9,6,6,9,1,9,7,8
683,21,4,6,6,4,3,9,10,1,7,3,11,8,1,11,1,9
684,15,3,7,4,5,5,7,5,4,4,6,5,8,4,8,5,7
685,6,4,8,6,6,7,8,8,7,6,7,5,6,2,7,7,10
686,7,4,9,6,7,4,10,3,2,2,8,2,10,4,4,3,8
687,6,6,10,6,6,5,10,6,3,5,9,5,8,6,8,7,9
688,9,6,10,8,8,7,9,6,6,5,6,7,6,8,6,2,6
689,18,4,9,4,6,2,5,10,9,4,9,6,5,2,10,4,8
690,16,5,11,8,8,6,4,11,2,3,8,9,9,9,11,2,7
691,5,2,4,4,2,1,6,8,2,7,11,7,8,1,8,4,6
692,8,3,10,4,8,1,13,2,9,4,14,5,13,1,6,0,8
693,3,8,14,9,8,5,7,7,2,4,12,4,8,6,8,0,7
694,1,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
695,18,5,8,7,11,11,8,9,4,1,8,7,6,8,10,6,8
696,4,2,3,3,2,1,6,7,5,5,9,7,10,2,8,4,10
697,19,6,8,8,6,5,4,9,4,9,11,10,9,2,9,4,5
698,22,6,8,7,10,6,8,7,7,4,8,7,10,3,8,6,8
699,12,3,8,4,6,2,5,11,8,4,7,4,9,3,7,6,11
700,24,2,3,2,2,2,5,7,4,7,6,6,10,3,8,4,10
701,21,4,5,6,6,6,9,9,6,4,7,7,7,5,11,6,4
702,18,4,5,6,6,6,6,9,4,2,8,7,6,6,10,4,6
703,4,6,9,6,4,3,7,3,5,2,6,5,4,4,8,5,7
704,4,4,7,6,5,6,7,7,6,2,7,6,11,4,9,7,9
705,18,7,9,8,7,7,6,7,5,5,7,6,9,5,9,7,10
706,17,7,15,7,8,5,9,3,3,4,12,6,11,3,8,6,9
707,8,1,2,2,3,1,10,6,2,6,12,4,9,0,7,1,7
708,21,3,10,5,8,2,8,10,1,3,6,12,8,1,11,0,8
709,2,6,11,8,8,8,8,8,6,6,9,5,4,6,9,5,10
710,9,6,10,9,8,8,8,7,2,4,9,7,8,8,6,2,8
711,4,2,1,2,2,1,8,6,6,6,6,5,10,1,7,5,10
712,23,4,9,5,6,4,6,9,8,5,3,7,12,4,8,5,6
713,1,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8
714,1,4,11,5,8,3,8,6,0,7,13,6,9,1,7,3,8
715,6,6,11,6,8,5,6,6,9,7,6,6,7,2,8,10,10
716,22,1,2,2,3,2,7,7,5,2,8,8,9,2,9,4,9
717,8,2,7,3,5,1,13,2,9,4,14,4,12,1,6,0,8
718,6,4,11,5,8,4,6,7,9,7,7,6,7,2,8,9,10
719,7,3,5,5,5,4,9,8,3,4,6,8,7,4,10,4,5
720,5,3,4,5,2,2,8,8,2,7,10,6,7,1,8,5,7
721,23,4,4,4,6,2,8,5,14,5,6,13,8,3,9,0,8
722,19,2,3,4,2,2,7,7,2,7,11,7,9,2,8,4,8
723,12,3,8,3,6,3,6,10,7,4,6,3,10,2,6,5,11
724,17,3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8
725,3,3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8
726,6,6,9,9,8,10,7,8,5,5,7,7,8,7,9,9,6
727,24,6,9,8,6,9,7,6,3,5,6,6,9,8,6,7,7
728,10,5,8,6,7,7,6,8,2,5,7,6,9,4,7,8,7
729,18,6,9,5,4,2,5,11,5,3,13,5,4,4,9,3,8
730,1,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8
731,4,8,14,7,8,5,8,6,4,3,9,6,8,4,9,8,8
732,7,3,10,6,8,4,12,2,3,3,10,2,9,2,6,4,8
733,24,4,4,6,3,3,8,6,1,7,10,4,9,4,7,4,9
734,6,5,10,7,8,7,8,6,7,7,6,7,6,2,8,8,11
735,21,3,8,5,6,3,5,9,1,6,8,12,10,1,11,2,8
736,3,2,4,4,3,2,5,10,3,3,10,8,8,5,8,1,7
737,21,2,4,4,6,1,5,10,3,2,8,13,8,2,11,0,8
738,11,9,12,6,7,3,8,7,6,5,9,4,7,5,9,5,9
739,19,6,11,9,9,7,6,8,2,8,10,7,9,3,8,5,7
740,23,6,10,6,8,4,3,9,5,6,11,11,9,3,9,1,7
741,23,7,8,8,6,3,4,8,5,8,10,10,9,3,9,2,6
742,10,3,5,6,4,3,9,7,1,9,10,4,7,2,8,3,8
743,2,1,0,1,0,0,6,7,7,5,7,6,6,2,8,3,8
744,2,2,1,3,2,2,8,7,7,7,7,7,4,2,8,3,6
745,5,4,5,6,4,3,7,7,2,8,11,5,7,1,8,5,8
746,24,4,5,7,4,4,5,7,2,8,10,9,10,3,8,4,6
747,1,2,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
748,13,4,5,5,5,5,7,8,4,5,7,5,7,4,9,8,7
749,7,1,1,3,2,1,6,2,2,1,6,2,7,1,6,2,6
750,12,3,6,5,4,5,6,7,3,3,7,6,9,5,9,7,5
751,18,3,2,4,3,3,6,9,4,4,9,7,4,1,10,4,7
752,21,2,7,4,5,2,8,10,1,6,5,11,8,1,11,1,8
753,20,4,9,6,7,3,9,11,2,4,4,11,8,2,10,1,8
754,9,5,11,6,8,4,7,7,12,2,7,9,8,9,6,0,8
755,24,4,9,6,6,5,6,6,3,7,6,6,9,3,8,5,10
756,13,4,8,7,6,7,10,6,1,5,9,6,6,5,10,4,6
757,10,7,10,7,6,4,9,6,2,7,11,4,7,4,9,4,9
758,15,4,9,6,6,7,7,7,6,6,7,6,9,3,8,3,8
759,17,4,9,5,7,1,0,0,6,6,0,1,5,0,8,0,8
760,15,6,9,8,6,7,11,6,3,6,10,3,7,3,7,3,10
761,8,5,11,7,8,8,10,7,4,4,8,4,5,4,7,6,5
762,12,2,3,3,2,2,6,7,5,5,7,6,7,2,7,4,9
763,4,1,1,2,1,1,7,7,5,5,6,6,10,2,9,3,9
764,13,5,9,8,6,7,4,10,1,4,10,7,6,7,10,3,4
765,2,6,9,6,4,3,12,2,4,5,12,2,9,4,7,2,10
766,24,9,13,9,7,4,4,9,3,7,10,9,11,5,7,3,6
767,17,3,9,5,6,3,5,4,2,8,6,1,10,0,6,3,7
768,18,5,4,5,6,3,5,9,10,5,8,5,5,2,10,4,8
769,7,2,3,3,2,1,8,2,2,1,6,2,8,2,7,2,7
